ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,Approval_Status,Age,Is_Retired,Years_Employed,Income_Per_Member
5863784,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,2,0,36.49007529089665,1,0.0,54000.0
5982815,M,N,N,0,85500.0,State servant,Incomplete higher,Single / not married,Rented apartment,0,0,0,Laborers,1,0,37.295003422313485,0,4.785763175906913,85500.0
5590887,F,N,N,0,419500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,1,58.78713210130048,0,6.658453114305271,209750.0
5532310,M,Y,N,1,250500.0,Pensioner,Secondary / secondary special,Widow,Rented apartment,0,0,0,Unknown,2,0,26.206707734428473,1,0.0,125250.0
5160877,F,N,Y,0,149000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Accountants,1,1,34.12183436002738,0,12.958247775496236,149000.0
5203286,M,Y,Y,0,185000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Drivers,2,1,53.445585215605746,0,35.19507186858316,92500.0
5489240,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,1,24.035592060232716,0,4.563997262149213,45000.0
5186089,F,N,Y,0,119500.0,Working,Secondary / secondary special,Married,Rented apartment,0,0,0,Drivers,2,1,62.45311430527036,0,41.98220396988364,59750.0
5807088,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,49.30047912388775,0,4.569472963723477,56250.0
5977288,F,Y,Y,0,122000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Managers,1,1,50.52703627652293,0,27.419575633127995,122000.0
5016247,F,N,N,1,385000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,56.11225188227242,0,24.91170431211499,128333.33333333333
5947797,F,N,Y,0,204500.0,Pensioner,Secondary / secondary special,Married,Rented apartment,1,1,0,Unknown,2,0,47.3264887063655,1,0.0,102250.0
5799217,F,N,Y,2,103000.0,Commercial associate,Lower secondary,Married,House / apartment,1,0,0,Laborers,4,0,41.648186173853524,0,5.207392197125257,25750.0
5012284,F,Y,Y,0,140000.0,Working,Higher education,Single / not married,House / apartment,0,1,0,Laborers,1,1,66.2861054072553,0,46.79808350444901,140000.0
5148417,M,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,1,44.33949349760438,0,13.232032854209445,72000.0
5547779,F,Y,N,0,84500.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,Unknown,1,0,31.471594798083505,1,0.0,84500.0
5740546,F,Y,Y,0,161500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,Unknown,1,0,40.747433264887064,1,0.0,161500.0
5977552,F,N,Y,0,74000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,1,34.07529089664613,0,14.466803559206022,74000.0
5507950,F,Y,Y,0,108000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Unknown,2,1,65.22655715263518,0,20.687200547570157,54000.0
5689411,M,Y,N,0,135500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,1,34.90759753593429,0,9.96851471594798,67750.0
5311167,F,N,N,1,153500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,0,47.611225188227245,1,0.0,51166.666666666664
5615315,M,Y,Y,0,404500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,1,23.811088295687885,0,0.17248459958932238,202250.0
5625492,F,Y,Y,0,336500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,57.478439425051334,1,0.0,168250.0
5913275,M,N,Y,2,196500.0,Working,Higher education,Married,House / apartment,0,1,0,Cleaning staff,4,1,52.27378507871321,0,21.776865160848732,49125.0
5575894,F,N,N,0,171500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,0,61.1170431211499,0,22.527036276522928,85750.0
5194276,F,Y,Y,0,391000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,1,45.883641341546884,0,13.571526351813826,195500.0
5173032,F,N,Y,0,77500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,57.88637919233402,0,19.225188227241617,38750.0
5398057,M,Y,N,0,95500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Managers,2,1,49.01300479123888,0,19.211498973305954,47750.0
5804524,M,N,Y,0,114500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,0,23.770020533880903,0,0.23819301848049282,57250.0
5512405,F,N,N,0,98000.0,Working,Secondary / secondary special,Married,Office apartment,0,0,0,Laborers,2,0,41.177275838466805,0,13.17180013689254,49000.0
5765524,F,N,N,2,131000.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Unknown,3,1,21.51403148528405,1,0.0,43666.666666666664
5334865,M,N,Y,0,88000.0,Working,Secondary / secondary special,Married,Rented apartment,0,0,0,Unknown,2,1,24.468172484599588,0,6.239561943874059,44000.0
5381823,M,Y,N,0,210000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,1,65.08145106091717,0,44.68446269678302,105000.0
5311453,M,N,N,0,78000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,0,Unknown,1,0,30.45311430527036,0,0.5420944558521561,78000.0
5340736,M,N,Y,1,146500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Drivers,3,1,59.006160164271044,0,2.967830253251198,48833.333333333336
5259312,F,N,Y,0,264000.0,Commercial associate,Lower secondary,Married,House / apartment,0,0,0,Drivers,2,1,43.54551676933607,0,15.60848733744011,132000.0
5386318,F,N,Y,1,470500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,1,60.3066392881588,0,15.044490075290897,156833.33333333334
5021425,M,N,Y,2,192000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,4,1,24.637919233401778,0,1.6071184120465434,48000.0
5328673,F,N,Y,4,183000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,5,1,32.889801505817935,0,0.6680355920602327,36600.0
5931747,F,N,N,0,158500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2,1,36.50924024640657,0,18.203969883641342,79250.0
5964906,M,Y,N,1,104500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Drivers,2,1,53.426420260095824,0,7.770020533880904,52250.0
5631381,F,Y,Y,0,155500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,65.0485968514716,0,19.67419575633128,77750.0
5460437,F,Y,Y,0,89000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Unknown,1,0,52.558521560574945,0,1.2265571526351813,89000.0
5181146,M,N,Y,2,95000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Unknown,4,0,41.7056810403833,0,9.297741273100616,23750.0
5073340,F,Y,Y,0,139500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Laborers,2,1,62.157426420260094,0,12.646132785763175,69750.0
5379911,M,N,Y,0,155000.0,Student,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,1,67.46885694729637,0,27.07460643394935,77500.0
5311892,M,N,Y,0,135500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,2,1,64.69815195071868,0,26.691307323750856,67750.0
5300348,F,N,N,0,93500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,0,57.65092402464066,1,0.0,46750.0
5695224,F,N,Y,1,174000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,0,48.2299794661191,1,0.0,58000.0
5999029,M,N,N,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,3,0,59.121149897330596,0,27.531827515400412,55500.0
5202051,F,N,Y,3,107500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0,1,0,Unknown,5,1,63.13210130047912,0,17.741273100616016,21500.0
5686065,F,N,Y,0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Sales staff,2,1,44.21629021218344,0,15.789185489390828,96750.0
5757598,F,Y,Y,1,155000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Laborers,3,0,57.96303901437371,0,12.731006160164272,51666.666666666664
5802210,M,N,N,0,129000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,2,0,56.0,0,35.11841204654346,64500.0
5852974,M,N,N,1,314500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,3,1,66.13552361396304,0,42.75427789185489,104833.33333333333
5416777,M,N,N,0,169500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,40.65982203969884,0,5.582477754962355,84750.0
5821316,F,N,N,0,105500.0,Pensioner,Higher education,Separated,House / apartment,0,1,0,Unknown,1,0,29.675564681724847,1,0.0,105500.0
5144345,F,N,Y,0,138500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Unknown,2,0,34.902121834360024,0,0.9664613278576317,69250.0
5875799,F,N,Y,1,93000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,40.62149212867899,0,14.168377823408624,31000.0
5509245,F,Y,N,5,128000.0,Working,Higher education,Married,House / apartment,1,1,0,Laborers,7,0,31.175906913073238,0,8.227241615331964,18285.714285714286
5602959,F,N,Y,0,47000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,0,52.82683093771389,0,21.02943189596167,23500.0
5125999,M,N,Y,0,218500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Unknown,1,1,52.51471594798083,0,3.9397672826830936,218500.0
5251185,F,N,N,0,71500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Core staff,2,1,42.97056810403833,0,19.60574948665298,35750.0
5974746,F,N,Y,0,104500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,1,39.214236824093085,0,9.253935660506503,52250.0
5312459,M,Y,Y,0,119500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1,1,35.572895277207394,0,4.2792607802874745,119500.0
5323914,F,N,N,4,109500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,Laborers,5,0,42.1492128678987,0,4.265571526351814,21900.0
5765186,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,0,55.728952772073924,1,0.0,22500.0
5327737,F,N,Y,4,224000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,6,0,54.97056810403833,1,0.0,37333.333333333336
5602681,F,N,Y,1,93500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Core staff,2,1,39.5482546201232,0,17.505817932922657,46750.0
5784382,F,Y,N,0,101000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,1,60.662559890485966,0,39.48528405201917,50500.0
5016080,F,Y,N,0,110000.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,0,1,0,Unknown,2,1,33.06502395619439,0,14.283367556468173,55000.0
5730353,F,N,Y,0,152500.0,Working,Higher education,Married,House / apartment,0,0,1,Laborers,2,1,41.190965092402465,0,17.68104038329911,76250.0
5949854,M,Y,Y,0,108000.0,Working,Secondary / secondary special,Married,Rented apartment,0,0,0,Drivers,2,1,26.704996577686515,0,2.839151266255989,54000.0
5073225,M,N,Y,0,168500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Managers,2,1,43.32922655715264,0,18.20123203285421,84250.0
5244781,F,N,N,1,273500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,High skill tech staff,3,1,54.789869952087614,0,11.756331279945243,91166.66666666667
5945333,F,N,N,0,547500.0,Commercial associate,Higher education,Married,With parents,0,1,0,Unknown,2,1,63.59753593429158,0,34.80355920602327,273750.0
5833379,F,N,N,0,245500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,1,40.11225188227242,0,3.3045859000684463,122750.0
5920540,M,Y,Y,0,177500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,1,0,Laborers,2,1,50.32443531827516,0,2.1601642710472277,88750.0
5227344,F,N,Y,0,108000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,Unknown,2,1,38.507871321013006,0,4.542094455852156,54000.0
5732666,F,Y,Y,0,149000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,1,33.23477070499658,0,11.824777549623546,74500.0
5101954,F,N,Y,0,166000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,2,1,35.238877481177276,0,7.104722792607803,83000.0
5043141,F,N,N,0,138500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Unknown,2,1,62.79808350444901,0,22.099931553730322,69250.0
5201003,M,N,Y,0,198000.0,Working,Higher education,Separated,House / apartment,0,1,0,Unknown,1,1,62.704996577686515,0,2.6584531143052703,198000.0
5403986,F,Y,Y,0,334500.0,Working,Higher education,Single / not married,House / apartment,0,1,0,Unknown,1,1,48.36413415468857,0,2.2642026009582477,334500.0
5663941,M,N,Y,0,455500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,1,27.707049965776864,0,8.399726214921287,227750.0
5990414,F,N,N,0,171500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,Laborers,2,1,57.76043805612594,0,15.203285420944558,85750.0
5734471,F,Y,Y,0,93500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Sales staff,1,1,52.06023271731691,0,25.661875427789184,93500.0
5049198,M,N,Y,0,304000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2,1,30.45311430527036,0,3.3347022587268995,152000.0
5456377,F,N,Y,0,129500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2,0,30.94866529774127,0,5.842573579739904,64750.0
5487131,F,N,N,1,355500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cleaning staff,3,0,44.772073921971256,0,23.46611909650924,118500.0
5687420,F,N,Y,1,415000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,1,25.83983572895277,0,2.2477754962354553,138333.33333333334
5784892,M,N,N,1,134500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Unknown,2,0,47.290896646132786,0,13.924709103353868,67250.0
5213327,M,Y,Y,1,99000.0,Pensioner,Higher education,Single / not married,House / apartment,0,1,0,Unknown,2,0,58.19849418206708,1,0.0,49500.0
5723028,M,Y,N,0,140500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,1,29.089664613278575,0,5.27583846680356,70250.0
5563589,M,N,Y,0,274500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,Unknown,2,0,57.270362765229294,1,0.0,137250.0
5984259,F,N,Y,1,167500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,3,1,35.95893223819302,0,10.806297056810404,55833.333333333336
5887154,M,N,N,0,210000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,24.05201916495551,1,0.0,105000.0
5623328,F,N,N,2,178500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,3,0,41.46201232032854,0,5.316906228610541,59500.0
5485311,F,N,N,0,117500.0,Working,Higher education,Married,House / apartment,0,0,0,Unknown,2,1,66.73511293634498,0,12.522929500342231,58750.0
5880549,M,N,Y,0,314000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,0,21.39082819986311,0,0.38329911019849416,157000.0
5236211,M,Y,Y,0,119500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Sales staff,2,1,60.31485284052019,0,9.982203969883642,59750.0
5559362,F,N,N,0,184500.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Unknown,2,1,29.415468856947296,0,5.245722108145106,92250.0
5724744,F,N,N,2,103500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,4,0,31.326488706365502,0,11.983572895277208,25875.0
5141116,M,Y,Y,2,229500.0,Pensioner,Higher education,Married,House / apartment,0,0,1,Unknown,4,1,57.28952772073922,1,0.0,57375.0
5501230,M,Y,N,0,419000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,1,49.89733059548254,0,10.335386721423683,209500.0
5942087,F,N,Y,1,215500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,0,1,0,Sales staff,3,1,46.91033538672142,0,4.659822039698836,71833.33333333333
5479253,F,Y,N,0,150000.0,Pensioner,Incomplete higher,Married,House / apartment,0,1,0,Unknown,2,0,40.83504449007529,1,0.0,75000.0
5631638,F,Y,Y,0,186500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Unknown,2,1,41.52772073921971,0,3.8165639972621492,93250.0
5273192,F,N,Y,0,146500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2,0,52.42436687200548,1,0.0,73250.0
5593967,M,Y,Y,2,167500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,4,0,47.854893908282,0,29.804243668720055,41875.0
5949905,M,Y,N,0,348500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,2,1,39.73716632443532,0,18.28336755646817,174250.0
5686750,F,Y,Y,0,116500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Unknown,2,0,46.63655030800821,1,0.0,58250.0
5389128,F,Y,N,1,133500.0,Pensioner,Higher education,Married,House / apartment,1,1,0,Unknown,3,1,49.72210814510609,1,0.0,44500.0
5567202,F,N,Y,0,98500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,46.23956194387406,1,0.0,49250.0
5599606,M,Y,N,0,174000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,1,1,53.40177960301163,0,34.770704996577685,174000.0
5897247,M,N,N,0,282500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,34.997946611909654,0,16.73100616016427,141250.0
5275734,M,Y,Y,0,207500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,57.57973990417522,0,8.021902806297057,103750.0
5107320,F,N,Y,0,187500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,21.571526351813826,0,0.4517453798767967,93750.0
5047422,F,Y,Y,0,165000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Laborers,2,1,29.284052019164957,0,5.420944558521561,82500.0
5083047,M,N,Y,2,268500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,4,0,34.220396988364136,0,4.087611225188227,67125.0
5249922,M,N,Y,3,244500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,5,1,43.331964407939765,0,10.116358658453114,48900.0
5762883,M,N,Y,2,423000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,1,21.149897330595483,0,2.4996577686516086,105750.0
5456902,M,N,Y,1,92000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,3,0,64.83778234086242,0,28.733744010951405,30666.666666666668
5257528,F,N,N,0,159000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,Core staff,1,1,63.89048596851472,0,2.9596167008898013,159000.0
5100488,F,N,Y,0,278500.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,60.70362765229295,0,19.08829568788501,139250.0
5184040,M,Y,Y,0,226500.0,Working,Higher education,Civil marriage,House / apartment,0,1,1,Managers,2,1,66.06707734428474,0,35.304585900068446,113250.0
5041377,M,N,N,0,264000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Cleaning staff,1,1,64.5119780971937,0,39.62217659137577,264000.0
5310042,F,N,Y,0,115000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,1,23.249828884325805,0,3.1786447638603694,57500.0
5890814,F,N,Y,2,107500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,4,1,39.7700205338809,1,0.0,26875.0
5283767,F,Y,Y,0,677500.0,Pensioner,Higher education,Married,House / apartment,0,1,0,Unknown,2,1,24.700889801505816,1,0.0,338750.0
5941993,F,N,Y,0,148000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Drivers,1,1,29.253935660506503,0,2.9897330595482545,148000.0
5777194,F,Y,Y,0,147500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1,1,59.069130732375086,0,20.21902806297057,147500.0
5508510,M,N,Y,0,223500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,Unknown,2,1,21.177275838466805,0,0.3997262149212868,111750.0
5233567,M,N,Y,0,47500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,50.08350444900753,0,27.603011635865844,23750.0
5319644,F,N,N,1,219500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,2,1,22.39561943874059,0,1.678302532511978,109750.0
5082893,M,Y,Y,1,63000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Unknown,3,1,28.13141683778234,0,0.16153319644079397,21000.0
5999592,M,Y,Y,2,169500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Unknown,4,1,63.15126625598905,0,30.477754962354553,42375.0
5693140,F,N,N,0,456500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,47.49075975359343,0,19.72347707049966,228250.0
5526747,M,N,Y,1,279500.0,Working,Secondary / secondary special,Widow,House / apartment,0,1,0,Unknown,2,1,31.89596167008898,0,6.324435318275154,139750.0
5748707,F,N,Y,1,147000.0,Working,Higher education,Married,House / apartment,1,0,0,Laborers,3,1,39.49075975359343,0,19.21423682409309,49000.0
5580445,F,Y,Y,0,104500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,31.197809719370294,0,2.0698151950718686,52250.0
5285416,M,Y,Y,0,218000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,43.148528405201915,0,2.0670773442847366,109000.0
5955529,M,Y,Y,0,222000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,1,43.52908966461328,0,19.652292950034223,111000.0
5202063,F,Y,Y,0,142000.0,Working,Higher education,Married,House / apartment,0,1,0,Laborers,2,1,28.635181382614647,0,7.800136892539356,71000.0
5920589,F,N,Y,0,167500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2,0,33.45653661875428,0,7.498973305954825,83750.0
5861310,F,Y,N,1,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,3,1,54.403832991101986,0,23.709787816564,54000.0
5051619,M,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,Municipal apartment,0,0,0,Laborers,1,1,65.26488706365502,0,45.48665297741273,202500.0
5716634,M,Y,N,1,177000.0,Working,Higher education,Separated,House / apartment,0,0,0,Drivers,2,1,21.620807665982205,0,1.727583846680356,88500.0
5793761,F,Y,Y,0,129500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,Sales staff,2,1,51.51266255989049,0,16.175222450376456,64750.0
5056318,F,Y,Y,0,179500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Drivers,2,0,66.4996577686516,0,10.573579739904176,89750.0
5004898,F,N,Y,1,237000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3,1,61.927446954141,0,17.900068446269678,79000.0
5075776,F,N,Y,0,385500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,2,1,49.68925393566051,1,0.0,192750.0
5658137,M,N,Y,0,158000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Core staff,2,1,32.04654346338125,0,6.321697467488022,79000.0
5387911,M,N,Y,0,216000.0,Working,Secondary / secondary special,Civil marriage,With parents,0,0,0,Drivers,2,1,61.10335386721424,0,21.17453798767967,108000.0
5030981,M,N,Y,0,210500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,1,32.681724845995895,0,11.43874058863792,105250.0
5982471,F,Y,Y,1,459500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,Cooking staff,3,1,26.934976043805612,0,6.713210130047912,153166.66666666666
5411755,F,N,N,2,230000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,4,1,44.27378507871321,0,9.618069815195073,57500.0
5602383,F,N,N,0,128500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,Cooking staff,1,0,54.16290212183436,0,11.375770020533881,128500.0
5653725,M,Y,Y,0,146000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,1,63.167693360711844,0,39.5482546201232,73000.0
5182322,F,N,Y,0,146500.0,State servant,Higher education,Married,House / apartment,0,0,0,Unknown,2,1,64.88980150581793,0,30.72416153319644,73250.0
5997167,M,Y,Y,0,205000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,1,59.60301163586585,0,38.62833675564682,205000.0
5632303,M,N,Y,0,158500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,Unknown,1,1,37.842573579739906,0,6.877481177275839,158500.0
5796040,M,N,N,0,147500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,High skill tech staff,2,0,63.63860369609856,0,18.38740588637919,73750.0
5663731,F,Y,Y,0,395000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,1,66.29158110882958,0,7.148528405201916,197500.0
5358246,F,N,N,0,200000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Core staff,2,1,35.7015742642026,0,9.886379192334017,100000.0
5439055,M,Y,Y,0,211000.0,Working,Higher education,Married,House / apartment,1,0,0,Unknown,2,1,45.686516084873375,0,27.633127994524298,105500.0
5091889,M,Y,N,0,247000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,39.97809719370294,0,15.006160164271048,123500.0
5128051,F,N,N,0,142500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,Unknown,2,0,45.960301163586585,0,1.1006160164271048,71250.0
5422040,F,N,Y,2,187500.0,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Unknown,4,1,32.0082135523614,0,8.53388090349076,46875.0
5617717,F,N,Y,0,197000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,1,56.72279260780287,0,33.87268993839836,98500.0
5882362,M,N,Y,0,268000.0,Commercial associate,Academic degree,Married,House / apartment,0,0,0,Laborers,2,1,29.90280629705681,0,3.5208761122518824,134000.0
5395036,M,Y,Y,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,1,54.130047912388775,0,32.28747433264887,117000.0
5426623,F,Y,Y,0,194000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,0,52.35318275154004,0,15.898699520876113,194000.0
