ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5500046,M,Y,N,1,137500.0,State servant,Secondary / secondary special,Married,House / apartment,-20699,-1875,1,0,0,0,,3
5431463,F,N,Y,0,129500.0,Working,Higher education,Married,House / apartment,-13261,-4081,1,0,0,0,Managers,2
5032826,M,N,N,0,263500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13396,-6515,1,0,0,0,Laborers,2
5832556,F,N,Y,0,320000.0,Working,Secondary / secondary special,Married,House / apartment,-18382,-8655,1,0,0,0,Security staff,2
5399337,F,N,N,0,396000.0,Working,Higher education,Married,House / apartment,-11480,-3726,1,0,0,0,Laborers,2
5870470,M,N,N,3,140000.0,Working,Higher education,Married,House / apartment,-23706,-8271,1,0,0,0,Core staff,5
5301047,F,N,N,0,164000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8892,-510,1,1,1,0,Laborers,1
5185381,F,Y,Y,0,69000.0,State servant,Secondary / secondary special,Married,House / apartment,-20765,-1133,1,1,0,0,Laborers,2
5413554,F,N,N,0,137500.0,Working,Higher education,Married,Municipal apartment,-20130,-12895,1,0,1,0,Sales staff,2
5330235,M,Y,Y,1,64500.0,Working,Higher education,Separated,House / apartment,-20180,-2293,1,0,0,0,,2
5738781,F,N,N,0,107000.0,Working,Secondary / secondary special,Married,House / apartment,-19411,-3524,1,1,1,1,Cooking staff,2
5019609,F,Y,Y,0,338500.0,Working,Higher education,Married,House / apartment,-23866,-2761,1,0,1,0,,2
5671361,F,N,Y,0,152000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22422,-4838,1,1,1,0,,2
5280531,F,N,Y,0,104500.0,Commercial associate,Higher education,Married,House / apartment,-15144,-6580,1,0,1,0,Sales staff,2
5848987,F,Y,Y,0,277000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12866,-2650,1,0,0,0,Laborers,1
5192366,F,N,N,0,63500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15528,-2194,1,1,1,0,Laborers,2
5568760,F,N,Y,0,193000.0,Working,Incomplete higher,Married,House / apartment,-11437,-4580,1,0,1,0,,2
5801372,F,N,N,0,181500.0,Working,Secondary / secondary special,Married,With parents,-18113,-3425,1,1,0,0,Managers,2
5461961,M,N,N,0,106000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16559,-6939,1,0,0,0,Core staff,2
5173515,F,Y,Y,0,110500.0,Working,Secondary / secondary special,Married,House / apartment,-9492,-1343,1,0,0,0,Managers,2
5482671,F,N,N,1,57500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24353,365243,1,0,0,0,,2
5283999,M,N,Y,2,176000.0,Commercial associate,Higher education,Married,House / apartment,-23781,-5648,1,0,1,0,,4
5640054,F,N,N,0,167500.0,Working,Higher education,Separated,House / apartment,-13275,-906,1,1,0,0,Core staff,1
5719550,F,N,Y,0,373500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18673,365243,1,0,1,0,,2
5587408,F,N,N,0,167500.0,Working,Secondary / secondary special,Married,House / apartment,-20065,-2877,1,0,1,0,,2
5620175,M,N,Y,0,175000.0,Working,Secondary / secondary special,Married,House / apartment,-19187,-10648,1,0,0,0,Medicine staff,2
5333676,M,N,N,0,86500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8471,-1055,1,1,1,0,,2
5816029,M,Y,N,0,132500.0,Working,Higher education,Married,Municipal apartment,-9918,-2737,1,0,0,0,,2
5797881,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13454,-6735,1,0,0,0,Core staff,2
5597552,M,N,Y,1,169000.0,Working,Secondary / secondary special,Married,House / apartment,-20366,-1365,1,0,0,0,Laborers,3
5390350,F,N,N,1,75000.0,Working,Higher education,Single / not married,House / apartment,-21067,-7964,1,0,0,1,Laborers,2
5505380,F,Y,Y,0,86000.0,Working,Higher education,Married,House / apartment,-15237,-4361,1,0,0,0,High skill tech staff,2
5437248,M,N,N,0,253500.0,Working,Secondary / secondary special,Married,House / apartment,-11394,-4635,1,1,0,0,Core staff,2
5756450,M,Y,Y,0,124500.0,Working,Higher education,Married,House / apartment,-16208,-279,1,0,0,0,,2
5469957,M,N,Y,1,75000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9484,-654,1,0,0,0,High skill tech staff,2
5031741,F,Y,Y,0,115500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22692,-11529,1,1,0,0,Core staff,2
5655982,M,Y,N,0,149500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22896,-15268,1,1,1,0,Accountants,1
5060912,F,N,Y,1,127000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-17855,365243,1,0,1,0,,2
5644497,M,Y,Y,0,131000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11756,-884,1,0,0,0,Sales staff,2
5117690,M,N,Y,0,190000.0,Working,Secondary / secondary special,Married,House / apartment,-10489,-3214,1,0,0,0,,2
5001238,F,N,Y,0,139000.0,Working,Higher education,Married,House / apartment,-11107,-2938,1,0,1,0,Security staff,2
5697338,F,Y,Y,0,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20581,-3467,1,0,0,1,,1
5755120,F,N,N,0,245500.0,Working,Secondary / secondary special,Widow,House / apartment,-11772,-4612,1,0,1,0,,1
5977500,F,N,Y,1,174000.0,Working,Incomplete higher,Married,Rented apartment,-10529,-3451,1,1,0,0,,3
5970136,M,Y,Y,0,109500.0,Working,Secondary / secondary special,Married,House / apartment,-13719,-5363,1,0,0,0,,2
5212250,M,N,Y,1,152500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8310,-210,1,1,0,0,Security staff,3
5137306,M,N,Y,4,92000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-11068,365243,1,0,0,0,,5
5887311,F,N,Y,0,354000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22289,-14593,1,1,1,0,Laborers,1
5659639,F,N,Y,1,354000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13137,-2847,1,1,1,0,,2
5751168,F,N,Y,0,76000.0,Pensioner,Higher education,Married,House / apartment,-23346,365243,1,0,0,0,,2
5561974,F,N,Y,0,121000.0,Working,Higher education,Married,House / apartment,-17248,-8830,1,0,0,0,,2
5696231,F,N,Y,1,151000.0,Pensioner,Higher education,Single / not married,House / apartment,-18898,365243,1,0,1,1,,2
5991351,F,N,Y,0,377000.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-12551,365243,1,0,0,0,,1
5523262,F,Y,Y,1,129500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17220,-9920,1,0,0,0,,3
5110338,M,N,Y,0,64000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24304,-9770,1,1,0,0,,2
5392357,F,N,Y,0,135500.0,Working,Secondary / secondary special,Separated,House / apartment,-12586,-476,1,0,0,0,Core staff,1
5698918,F,N,N,0,115000.0,Working,Higher education,Married,House / apartment,-16302,-2278,1,0,0,0,,2
5929485,M,N,Y,0,171500.0,Working,Secondary / secondary special,Married,House / apartment,-9042,-132,1,0,0,0,Accountants,2
5033200,M,N,N,0,185000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12949,-1641,1,0,1,0,High skill tech staff,1
5641021,M,N,N,0,249000.0,Working,Secondary / secondary special,Married,House / apartment,-21583,-7058,1,0,1,0,Laborers,2
5815746,F,N,Y,0,191500.0,Working,Incomplete higher,Civil marriage,House / apartment,-13498,-6890,1,1,1,0,Sales staff,2
5118842,F,N,N,1,164500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15098,-2333,1,1,0,0,Managers,2
5340024,F,N,Y,0,210500.0,Pensioner,Secondary / secondary special,Married,With parents,-13730,365243,1,0,0,0,,2
5914888,F,N,Y,2,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13260,-4993,1,0,0,0,High skill tech staff,3
5773172,F,N,Y,0,335500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22801,-14871,1,0,0,0,Drivers,1
5201231,F,Y,Y,1,137500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18380,-2057,1,0,1,0,,3
5855307,M,N,N,1,162500.0,Working,Secondary / secondary special,Married,House / apartment,-14601,-7333,1,0,1,0,HR staff,3
5953331,F,N,Y,0,197000.0,Working,Higher education,Married,House / apartment,-19077,-11411,1,0,1,0,Laborers,2
5834661,F,Y,Y,0,118000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16857,-6223,1,0,0,0,,1
5552547,F,N,Y,0,48000.0,State servant,Higher education,Married,House / apartment,-23957,-15767,1,1,0,0,Drivers,2
5302266,F,N,Y,0,329500.0,Commercial associate,Higher education,Married,With parents,-24656,-17044,1,0,0,0,Managers,2
5454552,M,N,Y,0,86000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18217,-7094,1,0,0,0,,1
5441909,F,Y,Y,1,166000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21258,-3908,1,1,0,0,Managers,3
5354858,F,Y,Y,0,200000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20654,365243,1,0,0,0,,2
5516705,M,N,N,0,97500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14069,-6918,1,0,0,0,Laborers,2
5556874,F,N,N,0,198500.0,Working,Lower secondary,Single / not married,House / apartment,-16653,-7380,1,0,0,1,Core staff,1
5688931,F,Y,Y,1,177000.0,Working,Higher education,Single / not married,House / apartment,-24085,-8018,1,0,0,0,,2
5318941,M,N,N,0,170500.0,Working,Secondary / secondary special,Widow,With parents,-9953,-1049,1,0,0,0,Drivers,1
5457101,F,Y,Y,0,204500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22135,-175,1,0,0,0,Managers,2
5129818,F,N,Y,0,352500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10015,365243,1,1,0,0,,2
5451079,F,N,Y,1,292000.0,Working,Secondary / secondary special,Married,House / apartment,-19818,-3774,1,0,1,0,,3
5159355,M,Y,Y,0,199500.0,Working,Higher education,Single / not married,House / apartment,-23341,-4597,1,0,0,0,Sales staff,1
5920175,F,N,Y,0,146000.0,State servant,Secondary / secondary special,Married,House / apartment,-24823,-3972,1,1,0,0,,2
5654624,F,N,Y,0,145000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-20383,-6056,1,0,0,0,Drivers,1
5671925,F,N,Y,0,236000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22259,-3482,1,1,0,1,High skill tech staff,2
5177137,F,Y,N,1,152500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14979,-7518,1,0,0,0,,3
5610458,M,N,Y,1,115500.0,Working,Secondary / secondary special,Married,House / apartment,-18622,-4215,1,0,0,0,,3
5894678,F,N,Y,0,123000.0,Working,Secondary / secondary special,Married,House / apartment,-23975,-4048,1,1,1,0,,2
5929224,F,N,N,0,177000.0,State servant,Secondary / secondary special,Married,House / apartment,-11747,-2357,1,0,1,0,Laborers,2
5017646,F,Y,N,1,249000.0,Working,Higher education,Married,House / apartment,-8708,-139,1,0,0,0,Laborers,3
5096997,M,N,Y,4,84500.0,Working,Secondary / secondary special,Married,House / apartment,-17248,-4381,1,0,1,0,,6
5597585,F,N,Y,0,490500.0,Pensioner,Higher education,Married,House / apartment,-20487,365243,1,0,0,0,,2
5367836,M,Y,Y,0,140500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21927,-9158,1,0,0,0,Sales staff,2
5896827,F,N,Y,1,211000.0,Commercial associate,Incomplete higher,Widow,House / apartment,-10323,-1345,1,0,0,0,,2
5002362,M,N,N,4,208000.0,Working,Secondary / secondary special,Separated,House / apartment,-17039,-9516,1,0,0,0,Drivers,5
5235879,F,Y,Y,0,205500.0,Working,Secondary / secondary special,Widow,House / apartment,-23733,-3487,1,0,0,0,Laborers,1
5000916,M,N,N,1,130000.0,Working,Secondary / secondary special,Married,House / apartment,-17988,-385,1,1,0,0,Cooking staff,3
5887064,F,N,Y,1,91500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22838,-7835,1,1,1,0,High skill tech staff,3
5960536,F,N,Y,1,162000.0,Working,Secondary / secondary special,Married,House / apartment,-12112,-1029,1,0,0,0,Medicine staff,3
5242022,F,N,N,1,361500.0,Working,Secondary / secondary special,Married,House / apartment,-23225,-7106,1,0,0,0,,3
5000078,F,Y,Y,0,572000.0,State servant,Higher education,Married,House / apartment,-14179,-7215,1,0,0,0,Core staff,2
5964628,F,N,Y,0,174000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20102,-945,1,1,1,0,Managers,1
5739481,F,N,Y,2,174000.0,Working,Secondary / secondary special,Married,House / apartment,-15371,-4088,1,1,0,0,,4
5828825,M,N,Y,1,214000.0,Working,Higher education,Married,House / apartment,-15539,-6298,1,0,0,0,,3
5487124,F,Y,N,0,444000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22821,-12638,1,0,0,0,Core staff,2
5351344,M,Y,N,0,65000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15250,365243,1,0,1,0,,2
5328600,M,Y,Y,0,134500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20181,-7271,1,1,0,0,Laborers,2
5803976,F,N,Y,0,186500.0,Working,Secondary / secondary special,Married,House / apartment,-20218,-9091,1,0,0,0,Managers,2
5934288,M,Y,Y,1,148000.0,Working,Higher education,Separated,House / apartment,-20416,-4434,1,0,0,0,Medicine staff,2
5468410,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9376,-1358,1,0,0,0,Core staff,2
5504626,M,Y,Y,2,114000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13182,-3536,1,0,1,0,Core staff,3
5878973,F,N,N,0,214000.0,State servant,Secondary / secondary special,Married,House / apartment,-8331,-894,1,0,0,0,Laborers,2
5620298,F,N,Y,2,165500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16248,365243,1,0,0,0,,4
5572616,M,Y,Y,0,85000.0,Working,Secondary / secondary special,Married,House / apartment,-23541,-6187,1,0,0,0,Sales staff,2
5004729,F,N,N,1,253500.0,Working,Secondary / secondary special,Married,Municipal apartment,-10903,-1565,1,0,0,0,,3
5684250,F,Y,Y,4,478500.0,Working,Secondary / secondary special,Married,House / apartment,-13434,-4190,1,0,0,0,,6
5018373,M,Y,Y,1,109000.0,Working,Higher education,Married,House / apartment,-11173,-1528,1,0,1,0,Drivers,3
5284414,F,N,N,1,317500.0,Working,Secondary / secondary special,Married,House / apartment,-12116,-1418,1,0,1,0,Core staff,3
5510305,F,Y,Y,0,98000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20362,-11874,1,0,0,0,Laborers,2
5428730,M,Y,N,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24266,-482,1,1,0,0,Laborers,1
5750650,M,Y,Y,0,235000.0,Working,Secondary / secondary special,Married,House / apartment,-22815,-4242,1,1,0,0,Core staff,2
5147156,M,Y,N,1,216500.0,Working,Secondary / secondary special,Married,With parents,-9176,-556,1,1,1,0,Core staff,3
5625674,F,N,Y,0,138500.0,Working,Higher education,Married,House / apartment,-17702,-1477,1,0,0,0,,2
5549274,M,N,Y,0,27000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13425,-4547,1,0,0,1,Laborers,1
5541130,F,Y,Y,0,112000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13951,365243,1,0,0,0,,2
5811161,M,Y,Y,2,180000.0,Commercial associate,Higher education,Separated,House / apartment,-16740,-8693,1,0,1,0,Drivers,3
5427873,F,Y,Y,0,130000.0,Working,Secondary / secondary special,Married,House / apartment,-12909,-2967,1,0,1,0,Laborers,2
5508393,F,Y,Y,0,284000.0,Working,Higher education,Married,House / apartment,-24265,-4618,1,0,0,0,,2
5413323,M,N,Y,0,362500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17816,-7259,1,0,0,1,Managers,2
5212178,M,N,N,1,203000.0,Working,Secondary / secondary special,Married,House / apartment,-12976,-2832,1,1,0,1,Low-skill Laborers,3
5467406,M,N,N,0,85500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12775,-4379,1,1,0,0,Drivers,1
5859498,F,N,Y,0,200000.0,Working,Secondary / secondary special,Single / not married,With parents,-11121,-3921,1,0,0,0,Drivers,1
5219804,F,Y,Y,1,304500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9251,-2262,1,0,0,0,Laborers,3
5245874,F,N,N,0,127500.0,State servant,Secondary / secondary special,Married,House / apartment,-12913,-435,1,0,0,0,,2
5087946,M,N,Y,0,143000.0,Working,Higher education,Married,House / apartment,-24565,-15468,1,0,0,0,,2
5017237,F,Y,Y,0,148000.0,Pensioner,Secondary / secondary special,Married,With parents,-9368,365243,1,1,0,0,,2
5413234,M,N,N,0,201500.0,Working,Higher education,Single / not married,House / apartment,-19686,-523,1,0,0,0,Laborers,1
5964801,F,Y,N,0,115500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20313,-3266,1,0,0,0,,2
5231025,M,Y,Y,0,116500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13232,-4994,1,1,1,0,Laborers,2
5043530,F,N,N,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-18086,-6901,1,0,1,1,Sales staff,2
5135120,F,Y,N,0,188000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11391,-2427,1,0,1,0,Managers,2
5386099,M,N,N,2,116500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20417,-3161,1,1,1,0,Laborers,3
5328849,M,N,Y,0,227500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23398,365243,1,0,1,0,,2
5093742,M,N,Y,0,80000.0,Working,Secondary / secondary special,Married,House / apartment,-7933,-40,1,1,0,0,Drivers,2
5235820,F,N,N,4,212500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16698,-10081,1,0,0,0,Sales staff,6
5169479,F,N,N,0,311000.0,Pensioner,Higher education,Married,House / apartment,-20034,-960,1,0,0,0,Drivers,2
5450822,F,N,Y,1,173000.0,Working,Higher education,Married,House / apartment,-18809,-5166,1,0,0,0,High skill tech staff,3
5407985,F,N,N,0,84000.0,Commercial associate,Higher education,Separated,House / apartment,-20285,-11264,1,0,1,0,Core staff,1
5678239,F,Y,Y,0,201500.0,State servant,Higher education,Married,House / apartment,-23585,-4260,1,0,0,0,Private service staff,2
5737327,F,Y,Y,1,79500.0,Pensioner,Higher education,Married,House / apartment,-10553,-1989,1,0,1,0,Sales staff,3
5735917,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-22246,-15080,1,0,1,0,Laborers,2
5345838,M,N,N,0,242500.0,Working,Higher education,Married,House / apartment,-8396,-1127,1,0,0,0,Drivers,2
5940616,M,N,N,0,100000.0,Working,Secondary / secondary special,Separated,House / apartment,-10663,-3962,1,0,0,0,,1
5463910,F,Y,N,0,175000.0,Working,Incomplete higher,Married,House / apartment,-13508,-1398,1,0,0,0,,2
5937173,M,N,N,0,177500.0,Pensioner,Higher education,Married,Municipal apartment,-21627,365243,1,0,0,0,,2
5784149,F,Y,Y,0,759500.0,Working,Higher education,Married,House / apartment,-18216,-5512,1,0,0,0,Managers,2
5016487,F,N,N,0,185500.0,Working,Secondary / secondary special,Married,House / apartment,-13539,-3201,1,1,0,0,,2
5001172,F,Y,Y,1,207000.0,Working,Secondary / secondary special,Married,House / apartment,-8134,-1190,1,1,0,0,Drivers,3
5113341,F,N,Y,2,62500.0,Commercial associate,Higher education,Married,House / apartment,-10398,-2459,1,0,0,0,Core staff,4
5118209,F,Y,Y,0,147000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14734,-1789,1,0,1,0,Drivers,1
5029782,M,N,Y,0,138000.0,Working,Secondary / secondary special,Married,House / apartment,-11523,-3206,1,0,1,0,Managers,2
5841872,F,N,N,1,252000.0,Working,Secondary / secondary special,Married,House / apartment,-16348,-5980,1,0,0,0,Laborers,3
5150874,F,N,Y,0,673000.0,Working,Higher education,Married,House / apartment,-19358,-9288,1,0,0,0,Drivers,2
5531515,M,N,N,0,129500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16537,365243,1,1,0,0,,1
5302243,F,N,Y,2,171500.0,Pensioner,Incomplete higher,Married,House / apartment,-12621,365243,1,0,0,0,,4
5849695,F,N,N,0,73500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13233,-2329,1,0,0,0,Accountants,2
5321776,F,Y,N,0,141000.0,Pensioner,Higher education,Married,House / apartment,-9025,365243,1,0,0,0,,2
5049982,M,Y,Y,0,256000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18034,365243,1,0,1,0,,2
5758444,M,N,Y,0,287500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24736,-5218,1,0,0,0,Cooking staff,2
5154449,M,N,N,0,156500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16880,-1045,1,0,0,0,Laborers,1
5914398,F,Y,Y,1,227500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23462,-3180,1,1,0,0,Cooking staff,3
5189053,F,N,N,0,140000.0,State servant,Secondary / secondary special,Married,House / apartment,-24182,-11931,1,0,1,0,Managers,2
5047977,F,Y,N,3,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-15168,-8479,1,0,1,0,,4
5600785,F,N,Y,0,228000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18226,-11491,1,0,0,0,Managers,1
5067400,F,N,N,0,163000.0,Pensioner,Higher education,Married,House / apartment,-23645,365243,1,1,1,0,,2
5514964,F,Y,Y,0,211000.0,State servant,Higher education,Married,House / apartment,-11148,-2127,1,0,0,0,Drivers,2
5296516,F,Y,Y,1,159500.0,Commercial associate,Higher education,Married,House / apartment,-16471,-9165,1,0,1,0,Sales staff,3
5612789,M,N,Y,0,140500.0,Working,Secondary / secondary special,Separated,House / apartment,-18384,-1208,1,0,0,1,Sales staff,1
5878807,F,Y,N,2,102000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23903,365243,1,0,0,0,,4
5318892,M,N,Y,0,300000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-23698,-4783,1,0,0,0,,2
5995387,F,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-21967,-12782,1,0,1,0,,2
5937867,M,Y,N,0,112000.0,Working,Higher education,Married,House / apartment,-18876,-3622,1,0,0,0,Security staff,2
5356067,F,N,Y,1,78000.0,Working,Higher education,Married,House / apartment,-13924,-5089,1,0,1,0,Managers,3
5658287,M,N,N,0,154000.0,Working,Secondary / secondary special,Married,House / apartment,-18429,-11289,1,0,0,0,High skill tech staff,2
5818729,F,Y,Y,3,241000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9258,-351,1,0,0,0,Laborers,4
5141861,F,N,N,0,132500.0,State servant,Higher education,Married,House / apartment,-21385,-12149,1,0,1,0,Laborers,2
5813498,F,N,N,0,176000.0,Working,Secondary / secondary special,Separated,House / apartment,-18402,-8572,1,0,0,0,Laborers,1
5181648,F,Y,Y,0,106000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9001,-448,1,0,1,0,Laborers,1
5511497,F,Y,Y,0,347000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8001,365243,1,0,0,0,,2
5262606,F,N,Y,0,123000.0,Pensioner,Higher education,Single / not married,House / apartment,-23073,365243,1,0,0,0,,1
5288016,F,N,Y,0,352000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8309,-931,1,0,0,0,Laborers,2
5751295,F,N,N,0,91000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9365,365243,1,0,0,0,,2
5713615,M,Y,Y,0,182000.0,Working,Secondary / secondary special,Married,House / apartment,-8153,-1248,1,0,0,0,,2
5565422,M,N,Y,0,191500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13000,-3650,1,0,0,0,Laborers,2
5873768,M,Y,Y,0,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20361,-7790,1,1,0,0,Core staff,2
5919743,M,N,Y,0,64000.0,Working,Secondary / secondary special,Married,With parents,-18984,-6459,1,1,0,1,,2
5041621,F,N,N,0,389500.0,Working,Higher education,Married,Rented apartment,-14283,-5153,1,0,0,1,Laborers,2
5330651,F,N,Y,1,248000.0,Working,Higher education,Single / not married,House / apartment,-13320,-4574,1,0,0,0,,2
5264835,F,N,N,0,231000.0,State servant,Higher education,Married,House / apartment,-16148,-2175,1,0,0,0,Managers,2
5562203,M,N,Y,3,184500.0,Working,Secondary / secondary special,Married,With parents,-24709,-14441,1,0,0,0,,5
5075430,F,N,Y,1,98500.0,Working,Higher education,Married,House / apartment,-13698,-339,1,0,0,0,Security staff,3
5484376,F,N,N,1,175000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18067,-10154,1,0,0,0,Managers,2
5417493,F,Y,Y,0,177500.0,Working,Higher education,Married,House / apartment,-10598,-3057,1,0,1,0,Core staff,2
5237444,F,Y,Y,0,204000.0,Working,Secondary / secondary special,Separated,House / apartment,-17044,-1610,1,0,1,0,Core staff,1
5908756,F,Y,Y,0,83500.0,Working,Secondary / secondary special,Married,House / apartment,-23070,-2791,1,0,0,0,,2
5881261,M,Y,N,0,277000.0,Working,Higher education,Married,House / apartment,-9935,-2022,1,0,0,0,Managers,2
5923502,F,N,Y,0,246000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8296,-630,1,0,0,0,Laborers,1
5748855,M,Y,Y,0,237000.0,Working,Incomplete higher,Married,House / apartment,-23077,-6644,1,0,0,0,Laborers,2
5528003,F,Y,N,0,82500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23723,-3469,1,0,0,0,Sales staff,1
5476878,F,Y,Y,0,87000.0,Working,Secondary / secondary special,Married,House / apartment,-12694,-3806,1,0,1,0,Laborers,2
5207068,F,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10676,365243,1,0,0,0,,2
5447840,F,N,Y,2,270500.0,Working,Secondary / secondary special,Married,House / apartment,-23616,-11101,1,0,0,0,,4
5845783,F,N,Y,0,124500.0,Working,Secondary / secondary special,Widow,House / apartment,-19216,-51,1,0,0,0,,1
5678060,M,Y,Y,0,156500.0,Working,Secondary / secondary special,Separated,House / apartment,-17221,-1941,1,0,0,1,Core staff,1
5844810,F,N,Y,0,128000.0,State servant,Secondary / secondary special,Married,House / apartment,-9586,-1206,1,0,0,0,Laborers,2
5812326,F,Y,Y,0,301500.0,Pensioner,Higher education,Single / not married,With parents,-19465,365243,1,0,1,0,,1
5745284,M,N,Y,1,140000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11422,-1416,1,0,0,1,,3
5526677,M,N,Y,4,102500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23667,365243,1,0,1,0,,6
5628874,F,Y,Y,0,124500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17324,-1903,1,0,0,1,Laborers,2
5419220,F,N,N,0,166000.0,Commercial associate,Higher education,Married,House / apartment,-9421,-2423,1,1,1,0,Managers,2
5804399,F,N,Y,0,93000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14195,365243,1,0,0,0,,2
