CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,Age,Is_Retired,Years_Employed,Income_Per_Member
M,N,N,0,145500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,64.66255989048597,0,30.965092402464066,72750.0
F,Y,Y,0,501000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,High skill tech staff,2,41.05681040383299,0,8.706365503080082,250500.0
F,Y,N,0,283000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2,46.770704996577685,0,16.216290212183434,141500.0
M,N,Y,0,74500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Unknown,2,42.86652977412731,1,0.0,37250.0
M,N,N,1,314500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,3,66.13552361396304,0,42.75427789185489,104833.33333333333
F,N,Y,0,208500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,High skill tech staff,2,30.255989048596852,0,6.896646132785763,104250.0
F,Y,Y,0,78500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2,53.43189596167009,0,26.5927446954141,39250.0
M,N,Y,0,148500.0,Working,Secondary / secondary special,Separated,Rented apartment,0,1,0,Core staff,1,67.56194387405887,0,19.581108829568787,148500.0
M,Y,N,0,132500.0,Working,Higher education,Married,Municipal apartment,0,0,0,Unknown,2,27.15400410677618,0,7.493497604380561,66250.0
F,Y,Y,0,104000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,41.25119780971937,0,3.9315537303216974,52000.0
F,N,N,0,161000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,1,31.690622861054074,0,4.662559890485968,161000.0
F,N,N,0,132500.0,State servant,Higher education,Married,House / apartment,0,1,0,Laborers,2,58.548939082819984,0,33.2621492128679,66250.0
F,N,Y,0,332500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Unknown,2,50.945927446954144,0,20.577686516084874,166250.0
F,N,N,0,175000.0,Commercial associate,Secondary / secondary special,Married,With parents,1,1,0,Unknown,2,48.709103353867214,0,2.5571526351813825,87500.0
F,N,Y,3,101000.0,Student,Incomplete higher,Civil marriage,House / apartment,0,1,0,Unknown,5,27.731690622861056,0,3.2142368240930868,20200.0
M,Y,N,0,204000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,28.413415468856947,0,9.117043121149898,102000.0
F,N,Y,0,209000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,2,51.92060232717317,0,27.581108829568787,104500.0
M,N,Y,1,169000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,55.75906913073238,0,3.7371663244353184,56333.333333333336
F,N,Y,0,195000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,56.86789869952088,0,33.01300479123888,195000.0
F,Y,Y,0,57500.0,Working,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,54.217659137577,0,33.94113620807666,28750.0
F,N,N,0,174500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,63.67967145790554,0,21.793292265571527,87250.0
F,N,N,0,182500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,22.05612594113621,0,0.5092402464065708,91250.0
M,N,Y,0,369500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,34.52977412731006,0,16.071184120465436,184750.0
F,Y,N,2,325000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,53.37166324435318,0,25.078713210130047,81250.0
F,Y,Y,0,201000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Managers,1,27.619438740588638,0,2.8199863107460645,201000.0
F,N,Y,0,141000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,21.683778234086244,1,0.0,70500.0
M,N,Y,1,140000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,36.45722108145106,0,14.984257357973991,46666.666666666664
F,N,Y,1,71500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Managers,3,44.7419575633128,0,7.455167693360712,23833.333333333332
F,N,Y,0,236000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,High skill tech staff,2,60.941820670773446,0,9.533196440793978,118000.0
M,Y,Y,0,470500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Core staff,2,42.98151950718686,0,22.60643394934976,235250.0
M,N,N,0,248000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,Unknown,1,52.36413415468857,0,18.269678302532512,248000.0
F,Y,Y,0,62500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,38.234086242299796,0,6.98425735797399,31250.0
F,Y,Y,0,129500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,Sales staff,2,51.51266255989049,0,16.175222450376456,64750.0
M,Y,Y,0,185000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Drivers,2,53.445585215605746,0,35.19507186858316,92500.0
F,N,Y,0,176500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Core staff,2,43.01984941820671,0,9.982203969883642,88250.0
M,Y,N,0,338500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,25.437371663244353,0,4.676249144421629,169250.0
M,N,Y,0,140500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,39.95345653661875,0,15.189596167008897,70250.0
M,Y,N,5,130000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,7,27.665982203969882,0,7.841204654346338,18571.428571428572
M,N,N,1,163500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,50.58179329226557,1,0.0,54500.0
M,N,Y,2,97000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,4,35.175906913073234,0,0.32306639288158795,24250.0
F,N,N,4,110000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,6,45.987679671457904,0,14.165639972621491,18333.333333333332
F,Y,N,0,65000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,64.50924024640658,0,35.81108829568789,32500.0
F,Y,Y,0,218000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1,43.592060232717316,0,16.331279945242983,218000.0
F,Y,Y,2,192000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,30.072553045859,0,0.2108145106091718,48000.0
M,N,Y,0,270500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,23.29637234770705,0,1.6290212183436004,135250.0
F,N,N,1,150500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,3,30.340862422997947,1,0.0,50166.666666666664
F,N,Y,0,248000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2,37.086926762491444,0,15.80561259411362,124000.0
F,N,N,0,152500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,60.25462012320329,1,0.0,76250.0
F,Y,Y,2,216500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,Unknown,4,65.93839835728953,1,0.0,54125.0
M,N,N,0,125500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,44.97741273100616,0,5.618069815195072,62750.0
M,Y,N,0,426500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,54.1492128678987,0,3.594798083504449,213250.0
F,Y,Y,0,75500.0,Working,Higher education,Married,House / apartment,0,1,0,Unknown,2,30.587268993839835,0,0.6598220396988365,37750.0
F,N,Y,0,134500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2,64.00273785078713,0,23.54277891854894,67250.0
M,Y,Y,0,144500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Unknown,2,60.172484599589325,0,27.307323750855577,72250.0
F,N,Y,1,242500.0,Working,Higher education,Separated,House / apartment,0,1,0,Cleaning staff,2,40.05749486652977,0,22.050650239561943,121250.0
M,N,N,0,127000.0,Commercial associate,Higher education,Widow,House / apartment,0,0,1,Unknown,1,34.92950034223135,0,14.516084873374401,127000.0
M,Y,N,1,129500.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,3,48.82683093771389,0,14.275154004106776,43166.666666666664
F,N,Y,0,277000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1,23.419575633127995,0,5.171800136892539,277000.0
F,N,N,0,269000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Unknown,1,64.27652292950035,0,37.39630390143737,269000.0
F,Y,N,0,371000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,0,0,Drivers,2,48.0082135523614,0,7.865845311430527,185500.0
M,Y,Y,1,211000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,2,54.09993155373032,1,0.0,105500.0
F,Y,Y,0,74500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2,21.987679671457904,0,1.7905544147843941,37250.0
F,N,Y,1,95500.0,Pensioner,Higher education,Married,With parents,0,0,0,Unknown,3,47.5482546201232,1,0.0,31833.333333333332
M,N,Y,0,202000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,32.27378507871321,0,10.652977412731007,101000.0
F,Y,Y,0,349500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,Managers,2,64.55578370978782,0,0.8596851471594799,174750.0
F,Y,Y,1,248000.0,Working,Secondary / secondary special,Single / not married,With parents,0,1,0,Laborers,2,65.49486652977413,0,10.124572210814511,124000.0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Managers,1,44.355920602327174,0,6.882956878850103,121500.0
F,N,Y,0,159000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Unknown,1,62.119096509240244,0,24.421629021218344,159000.0
F,N,Y,0,92000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,51.44695414099932,0,22.217659137577,46000.0
M,Y,Y,0,84000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,2,52.681724845995895,0,10.012320328542094,42000.0
F,Y,Y,2,161000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,4,44.31485284052019,0,4.229979466119096,40250.0
F,N,N,0,120500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,24.53388090349076,0,5.678302532511978,60250.0
F,Y,Y,0,107500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,29.89185489390828,0,3.6906228610540723,53750.0
M,Y,Y,0,97500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,30.43394934976044,0,1.5578370978781657,48750.0
M,N,N,0,131500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Managers,2,27.014373716632445,0,5.735797399041752,65750.0
M,Y,Y,0,186000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,2,38.99520876112252,0,7.660506502395619,93000.0
F,N,Y,1,160000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,66.26420260095824,0,46.776180698151954,53333.333333333336
F,N,Y,0,130000.0,Working,Higher education,Married,House / apartment,0,0,1,Laborers,2,31.096509240246405,0,11.90965092402464,65000.0
F,Y,Y,0,194000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,52.35318275154004,0,15.898699520876113,194000.0
F,N,Y,1,243000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3,42.496919917864474,0,13.516769336071183,81000.0
M,N,Y,0,150500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,39.37303216974675,1,0.0,75250.0
F,Y,N,2,181000.0,Working,Higher education,Married,House / apartment,0,0,0,Waiters/barmen staff,4,23.485284052019164,0,2.461327857631759,45250.0
M,N,Y,0,395000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,51.14305270362765,0,32.580424366872,197500.0
F,Y,Y,0,180500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Unknown,2,64.37234770704997,1,0.0,90250.0
F,N,N,0,214500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,33.58521560574949,0,14.16290212183436,107250.0
M,N,Y,0,129000.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,0,1,0,Unknown,2,21.99041752224504,1,0.0,64500.0
F,N,N,2,269500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,4,22.420260095824776,1,0.0,67375.0
F,Y,N,0,135500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,1,37.50581793292265,0,2.3709787816563996,135500.0
F,N,N,2,160500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,4,62.6611909650924,0,18.338124572210816,40125.0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,23.88227241615332,0,0.24093086926762491,78750.0
M,Y,Y,1,456000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,0,Unknown,2,44.407939767282684,0,21.760438056125942,228000.0
F,N,Y,0,352500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,27.419575633127995,1,0.0,176250.0
F,Y,Y,1,256000.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,Managers,2,31.912388774811774,0,9.911019849418206,128000.0
F,Y,Y,0,141500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2,57.48117727583847,0,26.140999315537304,70750.0
F,N,N,0,138500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Unknown,2,62.79808350444901,0,22.099931553730322,69250.0
M,N,Y,0,304000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2,30.45311430527036,0,3.3347022587268995,152000.0
M,N,Y,0,89000.0,Working,Higher education,Civil marriage,House / apartment,0,1,0,Unknown,2,64.58590006844626,0,25.5523613963039,44500.0
F,N,Y,0,200000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Drivers,1,30.4476386036961,0,10.735112936344969,200000.0
F,N,N,1,127000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Unknown,2,51.93429158110883,0,29.924709103353866,63500.0
F,Y,Y,0,110500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,2,50.12457221081451,0,7.94798083504449,55250.0
F,N,Y,0,113500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,56.049281314168375,0,27.592060232717316,56750.0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,4,24.18069815195072,0,4.229979466119096,33750.0
F,Y,Y,0,282000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,42.83915126625599,0,14.732375085557837,141000.0
M,N,N,0,185000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1,35.45242984257358,0,4.492813141683778,185000.0
F,Y,Y,2,142500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,23.720739219712527,0,4.470910335386721,35625.0
M,N,Y,3,184500.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Unknown,5,67.6495550992471,0,39.53730321697468,36900.0
F,N,Y,2,165500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,4,44.48459958932238,1,0.0,41375.0
F,Y,Y,0,572000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2,38.81998631074607,0,19.753593429158112,286000.0
M,N,N,2,74500.0,State servant,Higher education,Married,House / apartment,0,0,0,Laborers,4,32.580424366872,0,11.096509240246407,18625.0
M,N,N,0,201500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1,53.89733059548254,0,1.431895961670089,201500.0
F,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,60.14236824093087,0,34.99520876112252,63000.0
F,N,Y,0,305000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,2,46.02327173169062,0,0.7967145790554415,152500.0
M,N,Y,1,349000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,3,51.950718685831625,1,0.0,116333.33333333333
F,N,N,0,132500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,62.672142368240934,0,15.723477070499658,66250.0
F,Y,Y,0,189500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,Unknown,1,66.03148528405202,1,0.0,189500.0
F,N,Y,0,186000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,1,27.359342915811087,0,1.2539356605065024,186000.0
F,N,N,0,149000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,Managers,2,49.01300479123888,0,12.306639288158795,74500.0
M,N,Y,1,257000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,Laborers,3,39.6331279945243,0,4.878850102669404,85666.66666666667
M,N,Y,2,240500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Sales staff,3,45.163586584531146,0,21.620807665982205,80166.66666666667
M,Y,N,1,189500.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,Accountants,3,42.444900752908964,0,20.227241615331966,63166.666666666664
F,N,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Laborers,1,32.0,0,7.1649555099247095,180000.0
M,Y,N,1,216500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,3,44.80492813141684,0,2.9623545516769334,72166.66666666667
M,N,N,2,196000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,4,38.85557837097878,0,11.75359342915811,49000.0
F,N,Y,0,87500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Unknown,2,67.81108829568788,1,0.0,43750.0
F,Y,Y,1,191500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,Unknown,3,59.945242984257355,1,0.0,63833.333333333336
F,Y,N,0,140500.0,Working,Higher education,Married,House / apartment,1,1,0,Sales staff,2,58.8829568788501,0,26.088980150581794,70250.0
F,N,Y,1,162500.0,Working,Higher education,Widow,House / apartment,0,1,0,Laborers,2,47.030800821355236,0,27.93702943189596,81250.0
F,Y,Y,0,316500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1,41.37166324435318,0,14.072553045859001,316500.0
M,N,N,0,434500.0,Pensioner,Higher education,Married,House / apartment,0,1,0,Unknown,2,54.23956194387406,1,0.0,217250.0
F,Y,Y,1,156000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,3,53.89185489390828,0,29.144421629021217,52000.0
F,Y,Y,1,264500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,45.828884325804246,1,0.0,88166.66666666667
F,Y,N,2,162500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4,35.422313483915126,0,6.11088295687885,40625.0
F,N,Y,1,144500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,3,62.874743326488705,0,37.91375770020534,48166.666666666664
M,N,Y,0,203500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2,33.63175906913073,0,13.22655715263518,101750.0
F,Y,Y,0,179500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Drivers,2,66.4996577686516,0,10.573579739904176,89750.0
M,N,N,0,197500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,29.338809034907598,0,5.032169746748802,98750.0
M,N,Y,0,187500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2,37.42915811088296,0,10.584531143052704,93750.0
F,N,Y,1,242500.0,Working,Higher education,Married,Rented apartment,1,0,0,Laborers,3,41.14715947980835,0,14.628336755646817,80833.33333333333
F,N,Y,0,111500.0,Commercial associate,Higher education,Widow,With parents,0,0,0,Medicine staff,1,34.17385352498289,0,3.79192334017796,111500.0
F,N,N,0,231000.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2,44.21081451060917,0,5.95482546201232,115500.0
F,Y,Y,0,98000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Managers,2,62.38740588637919,0,7.611225188227242,49000.0
M,N,N,0,155500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,2,35.58110882956879,0,5.61533196440794,77750.0
F,N,Y,0,167500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,43.73990417522245,0,11.800136892539356,83750.0
M,N,N,0,61500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,58.77344284736482,0,40.5284052019165,30750.0
M,N,Y,1,146500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Drivers,3,59.006160164271044,0,2.967830253251198,48833.333333333336
F,N,Y,0,163000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,39.51540041067762,0,7.9780971937029435,81500.0
F,N,N,2,109000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Unknown,3,34.46680355920602,0,9.267624914442163,36333.333333333336
F,N,N,0,114000.0,Working,Higher education,Separated,House / apartment,0,0,0,Unknown,1,59.80287474332649,0,18.798083504449007,114000.0
F,N,Y,1,69500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Unknown,2,66.47501711156742,1,0.0,34750.0
F,Y,Y,0,59500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,44.16153319644079,0,12.303901437371664,29750.0
M,N,Y,0,135500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,2,64.69815195071868,0,26.691307323750856,67750.0
M,N,Y,0,203000.0,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Managers,2,34.91854893908282,0,12.049281314168377,101500.0
F,N,N,1,107500.0,Pensioner,Higher education,Widow,House / apartment,0,0,0,Unknown,2,64.70910335386722,1,0.0,53750.0
F,N,Y,0,274000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,25.842573579739906,0,3.293634496919918,137000.0
F,N,N,0,213500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,23.745379876796715,0,0.9281314168377823,213500.0
F,Y,N,0,173500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,58.37371663244353,0,33.37166324435318,86750.0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3,67.14031485284052,0,3.4387405886379194,52500.0
M,N,Y,0,160000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,HR staff,2,63.22245037645448,0,19.68788501026694,80000.0
F,N,Y,2,155000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Core staff,4,21.5523613963039,0,0.27104722792607805,38750.0
F,N,Y,1,587000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Unknown,2,34.94318959616701,0,6.245037645448323,293500.0
M,N,Y,0,145500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,23.693360711841205,1,0.0,72750.0
F,N,Y,0,275500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,36.93908281998631,1,0.0,137750.0
M,N,Y,2,49000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4,62.25051334702259,0,40.82135523613963,12250.0
F,N,N,0,100500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,37.842573579739906,0,18.05612594113621,50250.0
F,N,Y,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,52.48459958932238,0,11.816563997262149,72000.0
F,Y,N,0,127000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,33.80698151950719,0,10.349075975359343,63500.0
F,N,N,1,205500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Managers,3,33.804243668720055,0,13.522245037645447,68500.0
M,Y,Y,0,152500.0,Working,Higher education,Married,House / apartment,0,0,0,Cooking staff,2,61.30595482546201,0,19.62217659137577,76250.0
F,N,N,0,185500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,34.861054072553046,0,0.7939767282683093,92750.0
F,N,Y,0,304000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,25.130732375085557,0,3.249828884325804,152000.0
F,N,Y,1,114000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Core staff,3,59.92060232717317,0,20.50650239561944,38000.0
M,N,N,0,136500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,47.06091718001369,0,28.57221081451061,68250.0
M,N,Y,0,249000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Unknown,2,42.110882956878854,0,23.170431211498972,124500.0
F,N,N,0,332000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,61.96577686516085,0,30.24229979466119,166000.0
F,Y,Y,0,264000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Unknown,2,42.05886379192334,1,0.0,132000.0
F,N,Y,1,262000.0,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Sales staff,3,26.455852156057496,0,4.9664613278576315,87333.33333333333
M,N,Y,0,121000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2,40.106776180698155,0,15.942505133470226,60500.0
F,N,Y,0,236500.0,Working,Higher education,Civil marriage,House / apartment,0,1,0,Security staff,2,38.91854893908282,0,15.603011635865846,118250.0
M,N,N,1,103500.0,State servant,Higher education,Married,House / apartment,0,0,0,Unknown,3,66.41752224503765,0,9.869952087611225,34500.0
F,N,Y,1,136000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,3,35.41683778234086,1,0.0,45333.333333333336
M,N,N,0,132500.0,Working,Higher education,Married,House / apartment,0,1,0,Unknown,2,56.380561259411365,0,15.652292950034223,66250.0
M,N,Y,0,176500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,1,Sales staff,2,41.30321697467488,0,16.128678986995208,88250.0
F,Y,N,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,4,65.69199178644764,0,1.9630390143737166,31500.0
M,Y,N,0,151000.0,State servant,Higher education,Married,House / apartment,1,1,0,Core staff,2,32.92539356605065,0,5.552361396303901,75500.0
M,Y,Y,0,101000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,High skill tech staff,2,36.2217659137577,0,10.663928815879535,50500.0
F,N,Y,0,78000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Core staff,2,63.337440109514034,0,16.654346338124572,39000.0
M,N,Y,0,125500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Unknown,2,36.8870636550308,0,13.522245037645447,62750.0
F,N,N,0,95000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,32.0766598220397,0,6.406570841889117,47500.0
