ID,MONTHS_BALANCE,STATUS
5723028,-40,C
5723028,-39,C
5723028,-38,0
5723028,-37,C
5723028,-36,C
5723028,-35,C
5723028,-34,C
5723028,-33,C
5723028,-32,X
5723028,-31,C
5723028,-30,X
5723028,-29,0
5723028,-28,C
5723028,-27,C
5723028,-26,X
5723028,-25,C
5723028,-24,C
5723028,-23,C
5723028,-22,C
5723028,-21,0
5723028,-20,X
5723028,-19,C
5723028,-18,X
5723028,-17,C
5723028,-16,C
5723028,-15,0
5723028,-14,X
5723028,-13,C
5723028,-12,C
5723028,-11,C
5723028,-10,X
5723028,-9,X
5723028,-8,C
5723028,-7,X
5723028,-6,C
5723028,-5,C
5723028,-4,C
5723028,-3,C
5723028,-2,C
5723028,-1,X
5723028,0,C
5563589,-52,X
5563589,-51,C
5563589,-50,C
5563589,-49,C
5563589,-48,C
5563589,-47,0
5563589,-46,1
5563589,-45,0
5563589,-44,C
5563589,-43,0
5563589,-42,0
5563589,-41,C
5563589,-40,1
5563589,-39,C
5563589,-38,0
5563589,-37,0
5563589,-36,0
5563589,-35,0
5563589,-34,0
5563589,-33,X
5563589,-32,X
5563589,-31,C
5563589,-30,0
5563589,-29,C
5563589,-28,X
5563589,-27,1
5563589,-26,0
5563589,-25,X
5563589,-24,C
5563589,-23,X
5563589,-22,0
5563589,-21,0
5563589,-20,X
5563589,-19,X
5563589,-18,0
5563589,-17,0
5563589,-16,0
5563589,-15,0
5563589,-14,0
5563589,-13,C
5563589,-12,C
5563589,-11,X
5563589,-10,C
5563589,-9,X
5563589,-8,1
5563589,-7,0
5563589,-6,2
5563589,-5,C
5563589,-4,0
5563589,-3,C
5563589,-2,C
5563589,-1,0
5563589,0,1
5984259,-49,C
5984259,-48,C
5984259,-47,C
5984259,-46,0
5984259,-45,X
5984259,-44,0
5984259,-43,0
5984259,-42,X
5984259,-41,X
5984259,-40,C
5984259,-39,X
5984259,-38,X
5984259,-37,0
5984259,-36,C
5984259,-35,X
5984259,-34,C
5984259,-33,C
5984259,-32,C
5984259,-31,0
5984259,-30,0
5984259,-29,C
5984259,-28,C
5984259,-27,C
5984259,-26,C
5984259,-25,C
5984259,-24,0
5984259,-23,C
5984259,-22,C
5984259,-21,X
5984259,-20,C
5984259,-19,X
5984259,-18,C
5984259,-17,C
5984259,-16,X
5984259,-15,X
5984259,-14,X
5984259,-13,X
5984259,-12,C
5984259,-11,C
5984259,-10,X
5984259,-9,C
5984259,-8,C
5984259,-7,X
5984259,-6,C
5984259,-5,0
5984259,-4,C
5984259,-3,0
5984259,-2,C
5984259,-1,C
5984259,0,C
5887154,-42,2
5887154,-41,X
5887154,-40,0
5887154,-39,0
5887154,-38,0
5887154,-37,0
5887154,-36,0
5887154,-35,C
5887154,-34,C
5887154,-33,C
5887154,-32,X
5887154,-31,0
5887154,-30,1
5887154,-29,C
5887154,-28,1
5887154,-27,C
5887154,-26,0
5887154,-25,X
5887154,-24,2
5887154,-23,1
5887154,-22,C
5887154,-21,3
5887154,-20,0
5887154,-19,C
5887154,-18,C
5887154,-17,C
5887154,-16,X
5887154,-15,0
5887154,-14,C
5887154,-13,0
5887154,-12,0
5887154,-11,1
5887154,-10,0
5887154,-9,0
5887154,-8,4
5887154,-7,C
5887154,-6,0
5887154,-5,1
5887154,-4,C
5887154,-3,2
5887154,-2,2
5887154,-1,X
5887154,0,0
5623328,-27,0
5623328,-26,X
5623328,-25,C
5623328,-24,0
5623328,-23,0
5623328,-22,C
5623328,-21,C
5623328,-20,0
5623328,-19,0
5623328,-18,C
5623328,-17,1
5623328,-16,1
5623328,-15,0
5623328,-14,0
5623328,-13,2
5623328,-12,C
5623328,-11,C
5623328,-10,2
5623328,-9,C
5623328,-8,0
5623328,-7,X
5623328,-6,0
5623328,-5,C
5623328,-4,1
5623328,-3,C
5623328,-2,X
5623328,-1,C
5623328,0,0
5485311,-36,C
5485311,-35,X
5485311,-34,0
5485311,-33,C
5485311,-32,0
5485311,-31,C
5485311,-30,X
5485311,-29,C
5485311,-28,C
5485311,-27,C
5485311,-26,C
5485311,-25,C
5485311,-24,X
5485311,-23,X
5485311,-22,0
5485311,-21,C
5485311,-20,0
5485311,-19,X
5485311,-18,C
5485311,-17,X
5485311,-16,0
5485311,-15,0
5485311,-14,0
5485311,-13,X
5485311,-12,C
5485311,-11,C
5485311,-10,X
5485311,-9,C
5485311,-8,C
5485311,-7,0
5485311,-6,C
5485311,-5,C
5485311,-4,0
5485311,-3,X
5485311,-2,X
5485311,-1,C
5485311,0,X
5880549,-34,1
5880549,-33,C
5880549,-32,C
5880549,-31,X
5880549,-30,0
5880549,-29,0
5880549,-28,X
5880549,-27,C
5880549,-26,C
5880549,-25,C
5880549,-24,C
5880549,-23,X
5880549,-22,C
5880549,-21,3
5880549,-20,0
5880549,-19,0
5880549,-18,C
5880549,-17,0
5880549,-16,C
5880549,-15,C
5880549,-14,0
5880549,-13,C
5880549,-12,C
5880549,-11,X
5880549,-10,C
5880549,-9,C
5880549,-8,X
5880549,-7,X
5880549,-6,C
5880549,-5,0
5880549,-4,0
5880549,-3,C
5880549,-2,X
5880549,-1,0
5880549,0,0
5236211,-33,C
5236211,-32,C
5236211,-31,X
5236211,-30,0
5236211,-29,C
5236211,-28,0
5236211,-27,C
5236211,-26,0
5236211,-25,X
5236211,-24,C
5236211,-23,X
5236211,-22,C
5236211,-21,0
5236211,-20,X
5236211,-19,0
5236211,-18,X
5236211,-17,C
5236211,-16,C
5236211,-15,0
5236211,-14,C
5236211,-13,C
5236211,-12,0
5236211,-11,0
5236211,-10,C
5236211,-9,X
5236211,-8,X
5236211,-7,C
5236211,-6,0
5236211,-5,X
5236211,-4,X
5236211,-3,0
5236211,-2,C
5236211,-1,C
5236211,0,C
5559362,-30,X
5559362,-29,C
5559362,-28,C
5559362,-27,X
5559362,-26,C
5559362,-25,C
5559362,-24,C
5559362,-23,X
5559362,-22,0
5559362,-21,C
5559362,-20,C
5559362,-19,0
5559362,-18,C
5559362,-17,X
5559362,-16,C
5559362,-15,0
5559362,-14,C
5559362,-13,C
5559362,-12,C
5559362,-11,X
5559362,-10,X
5559362,-9,C
5559362,-8,X
5559362,-7,0
5559362,-6,X
5559362,-5,0
5559362,-4,0
5559362,-3,0
5559362,-2,C
5559362,-1,C
5559362,0,C
5724744,-45,2
5724744,-44,C
5724744,-43,0
5724744,-42,C
5724744,-41,0
5724744,-40,C
5724744,-39,0
5724744,-38,0
5724744,-37,C
5724744,-36,C
5724744,-35,1
5724744,-34,X
5724744,-33,C
5724744,-32,X
5724744,-31,0
5724744,-30,0
5724744,-29,C
5724744,-28,X
5724744,-27,0
5724744,-26,0
5724744,-25,0
5724744,-24,C
5724744,-23,C
5724744,-22,C
5724744,-21,X
5724744,-20,C
5724744,-19,0
5724744,-18,0
5724744,-17,X
5724744,-16,C
5724744,-15,C
5724744,-14,C
5724744,-13,0
5724744,-12,C
5724744,-11,X
5724744,-10,C
5724744,-9,0
5724744,-8,0
5724744,-7,C
5724744,-6,1
5724744,-5,0
5724744,-4,C
5724744,-3,C
5724744,-2,X
5724744,-1,X
5724744,0,C
5141116,-20,C
5141116,-19,0
5141116,-18,C
5141116,-17,X
5141116,-16,X
5141116,-15,C
5141116,-14,C
5141116,-13,X
5141116,-12,X
5141116,-11,C
5141116,-10,0
5141116,-9,X
5141116,-8,C
5141116,-7,X
5141116,-6,C
5141116,-5,C
5141116,-4,C
5141116,-3,C
5141116,-2,C
5141116,-1,C
5141116,0,X
5501230,-15,C
5501230,-14,X
5501230,-13,X
5501230,-12,X
5501230,-11,C
5501230,-10,C
5501230,-9,C
5501230,-8,0
5501230,-7,C
5501230,-6,C
5501230,-5,0
5501230,-4,C
5501230,-3,C
5501230,-2,X
5501230,-1,C
5501230,0,C
5942087,-51,X
5942087,-50,X
5942087,-49,C
5942087,-48,C
5942087,-47,X
5942087,-46,C
5942087,-45,X
5942087,-44,X
5942087,-43,0
5942087,-42,0
5942087,-41,C
5942087,-40,0
5942087,-39,X
5942087,-38,0
5942087,-37,X
5942087,-36,X
5942087,-35,C
5942087,-34,0
5942087,-33,C
5942087,-32,1
5942087,-31,0
5942087,-30,0
5942087,-29,0
5942087,-28,C
5942087,-27,C
5942087,-26,0
5942087,-25,C
5942087,-24,0
5942087,-23,C
5942087,-22,C
5942087,-21,C
5942087,-20,0
5942087,-19,C
5942087,-18,0
5942087,-17,C
5942087,-16,X
5942087,-15,C
5942087,-14,X
5942087,-13,0
5942087,-12,0
5942087,-11,C
5942087,-10,C
5942087,-9,0
5942087,-8,0
5942087,-7,1
5942087,-6,X
5942087,-5,0
5942087,-4,X
5942087,-3,C
5942087,-2,0
5942087,-1,C
5942087,0,X
5479253,-47,0
5479253,-46,0
5479253,-45,0
5479253,-44,0
5479253,-43,0
5479253,-42,0
5479253,-41,0
5479253,-40,X
5479253,-39,0
5479253,-38,0
5479253,-37,0
5479253,-36,1
5479253,-35,2
5479253,-34,0
5479253,-33,0
5479253,-32,0
5479253,-31,C
5479253,-30,1
5479253,-29,3
5479253,-28,C
5479253,-27,0
5479253,-26,C
5479253,-25,0
5479253,-24,4
5479253,-23,C
5479253,-22,3
5479253,-21,0
5479253,-20,C
5479253,-19,1
5479253,-18,X
5479253,-17,X
5479253,-16,C
5479253,-15,0
5479253,-14,4
5479253,-13,2
5479253,-12,0
5479253,-11,1
5479253,-10,0
5479253,-9,C
5479253,-8,C
5479253,-7,0
5479253,-6,0
5479253,-5,3
5479253,-4,C
5479253,-3,C
5479253,-2,1
5479253,-1,0
5479253,0,0
5631638,-45,C
5631638,-44,C
5631638,-43,C
5631638,-42,0
5631638,-41,C
5631638,-40,C
5631638,-39,C
5631638,-38,0
5631638,-37,C
5631638,-36,0
5631638,-35,X
5631638,-34,C
5631638,-33,X
5631638,-32,C
5631638,-31,C
5631638,-30,X
5631638,-29,C
5631638,-28,C
5631638,-27,C
5631638,-26,X
5631638,-25,0
5631638,-24,X
5631638,-23,C
5631638,-22,1
5631638,-21,C
5631638,-20,X
5631638,-19,C
5631638,-18,X
5631638,-17,X
5631638,-16,0
5631638,-15,X
5631638,-14,C
5631638,-13,C
5631638,-12,C
5631638,-11,C
5631638,-10,C
5631638,-9,C
5631638,-8,C
5631638,-7,C
5631638,-6,C
5631638,-5,X
5631638,-4,0
5631638,-3,C
5631638,-2,C
5631638,-1,X
5631638,0,C
5273192,-15,3
5273192,-14,C
5273192,-13,C
5273192,-12,0
5273192,-11,1
5273192,-10,0
5273192,-9,0
5273192,-8,C
5273192,-7,3
5273192,-6,0
5273192,-5,0
5273192,-4,X
5273192,-3,4
5273192,-2,1
5273192,-1,C
5273192,0,X
5593967,-30,C
5593967,-29,X
5593967,-28,C
5593967,-27,0
5593967,-26,C
5593967,-25,0
5593967,-24,C
5593967,-23,1
5593967,-22,0
5593967,-21,0
5593967,-20,X
5593967,-19,X
5593967,-18,0
5593967,-17,0
5593967,-16,X
5593967,-15,C
5593967,-14,1
5593967,-13,1
5593967,-12,C
5593967,-11,0
5593967,-10,C
5593967,-9,C
5593967,-8,C
5593967,-7,C
5593967,-6,C
5593967,-5,0
5593967,-4,0
5593967,-3,3
5593967,-2,0
5593967,-1,X
5593967,0,0
5949905,-20,C
5949905,-19,C
5949905,-18,C
5949905,-17,C
5949905,-16,C
5949905,-15,X
5949905,-14,C
5949905,-13,X
5949905,-12,C
5949905,-11,0
5949905,-10,0
5949905,-9,0
5949905,-8,X
5949905,-7,C
5949905,-6,X
5949905,-5,C
5949905,-4,X
5949905,-3,0
5949905,-2,C
5949905,-1,0
5949905,0,C
5686750,-28,X
5686750,-27,0
5686750,-26,X
5686750,-25,C
5686750,-24,X
5686750,-23,C
5686750,-22,X
5686750,-21,X
5686750,-20,0
5686750,-19,X
5686750,-18,C
5686750,-17,C
5686750,-16,C
5686750,-15,C
5686750,-14,C
5686750,-13,0
5686750,-12,0
5686750,-11,C
5686750,-10,C
5686750,-9,0
5686750,-8,0
5686750,-7,C
5686750,-6,0
5686750,-5,C
5686750,-4,C
5686750,-3,1
5686750,-2,2
5686750,-1,C
5686750,0,0
5389128,-34,C
5389128,-33,C
5389128,-32,X
5389128,-31,C
5389128,-30,C
5389128,-29,0
5389128,-28,C
5389128,-27,0
5389128,-26,C
5389128,-25,C
5389128,-24,0
5389128,-23,C
5389128,-22,X
5389128,-21,C
5389128,-20,C
5389128,-19,C
5389128,-18,C
5389128,-17,X
5389128,-16,C
5389128,-15,C
5389128,-14,C
5389128,-13,C
5389128,-12,C
5389128,-11,C
5389128,-10,X
5389128,-9,C
5389128,-8,C
5389128,-7,C
5389128,-6,C
5389128,-5,0
5389128,-4,C
5389128,-3,C
5389128,-2,C
5389128,-1,X
5389128,0,0
5567202,-51,C
5567202,-50,C
5567202,-49,C
5567202,-48,0
5567202,-47,C
5567202,-46,0
5567202,-45,X
5567202,-44,X
5567202,-43,0
5567202,-42,0
5567202,-41,X
5567202,-40,C
5567202,-39,X
5567202,-38,0
5567202,-37,0
5567202,-36,0
5567202,-35,1
5567202,-34,2
5567202,-33,0
5567202,-32,C
5567202,-31,C
5567202,-30,X
5567202,-29,X
5567202,-28,0
5567202,-27,C
5567202,-26,C
5567202,-25,0
5567202,-24,X
5567202,-23,C
5567202,-22,2
5567202,-21,1
5567202,-20,C
5567202,-19,C
5567202,-18,C
5567202,-17,C
5567202,-16,1
5567202,-15,4
5567202,-14,C
5567202,-13,X
5567202,-12,0
5567202,-11,0
5567202,-10,C
5567202,-9,C
5567202,-8,X
5567202,-7,1
5567202,-6,0
5567202,-5,C
5567202,-4,C
5567202,-3,5
5567202,-2,X
5567202,-1,1
5567202,0,X
5599606,-12,0
5599606,-11,X
5599606,-10,C
5599606,-9,C
5599606,-8,0
5599606,-7,0
5599606,-6,X
5599606,-5,C
5599606,-4,X
5599606,-3,C
5599606,-2,0
5599606,-1,X
5599606,0,X
5897247,-58,0
5897247,-57,2
5897247,-56,C
5897247,-55,C
5897247,-54,0
5897247,-53,0
5897247,-52,C
5897247,-51,0
5897247,-50,X
5897247,-49,1
5897247,-48,0
5897247,-47,C
5897247,-46,0
5897247,-45,X
5897247,-44,0
5897247,-43,C
5897247,-42,C
5897247,-41,C
5897247,-40,X
5897247,-39,C
5897247,-38,0
5897247,-37,X
5897247,-36,C
5897247,-35,C
5897247,-34,C
5897247,-33,C
5897247,-32,X
5897247,-31,0
5897247,-30,0
5897247,-29,X
5897247,-28,C
5897247,-27,C
5897247,-26,0
5897247,-25,C
5897247,-24,C
5897247,-23,C
5897247,-22,C
5897247,-21,C
5897247,-20,0
5897247,-19,C
5897247,-18,1
5897247,-17,1
5897247,-16,1
5897247,-15,C
5897247,-14,0
5897247,-13,0
5897247,-12,C
5897247,-11,1
5897247,-10,X
5897247,-9,4
5897247,-8,1
5897247,-7,0
5897247,-6,0
5897247,-5,0
5897247,-4,0
5897247,-3,0
5897247,-2,X
5897247,-1,X
5897247,0,C
5275734,-10,C
5275734,-9,0
5275734,-8,C
5275734,-7,C
5275734,-6,C
5275734,-5,C
5275734,-4,X
5275734,-3,0
5275734,-2,X
5275734,-1,C
5275734,0,C
5107320,-56,0
5107320,-55,X
5107320,-54,X
5107320,-53,C
5107320,-52,C
5107320,-51,0
5107320,-50,C
5107320,-49,0
5107320,-48,C
5107320,-47,C
5107320,-46,0
5107320,-45,X
5107320,-44,C
5107320,-43,X
5107320,-42,1
5107320,-41,X
5107320,-40,C
5107320,-39,C
5107320,-38,0
5107320,-37,X
5107320,-36,X
5107320,-35,C
5107320,-34,0
5107320,-33,C
5107320,-32,C
5107320,-31,3
5107320,-30,C
5107320,-29,C
5107320,-28,C
5107320,-27,C
5107320,-26,0
5107320,-25,1
5107320,-24,C
5107320,-23,1
5107320,-22,X
5107320,-21,C
5107320,-20,C
5107320,-19,C
5107320,-18,X
5107320,-17,0
5107320,-16,C
5107320,-15,0
5107320,-14,0
5107320,-13,C
5107320,-12,X
5107320,-11,0
5107320,-10,C
5107320,-9,C
5107320,-8,X
5107320,-7,0
5107320,-6,C
5107320,-5,X
5107320,-4,C
5107320,-3,0
5107320,-2,2
5107320,-1,X
5107320,0,0
5047422,-33,C
5047422,-32,C
5047422,-31,X
5047422,-30,C
5047422,-29,C
5047422,-28,C
5047422,-27,C
5047422,-26,C
5047422,-25,C
5047422,-24,C
5047422,-23,X
5047422,-22,C
5047422,-21,C
5047422,-20,C
5047422,-19,C
5047422,-18,0
5047422,-17,C
5047422,-16,0
5047422,-15,C
5047422,-14,0
5047422,-13,0
5047422,-12,C
5047422,-11,C
5047422,-10,C
5047422,-9,X
5047422,-8,C
5047422,-7,C
5047422,-6,C
5047422,-5,X
5047422,-4,X
5047422,-3,C
5047422,-2,C
5047422,-1,C
5047422,0,X
5083047,-12,1
5083047,-11,2
5083047,-10,X
5083047,-9,C
5083047,-8,C
5083047,-7,C
5083047,-6,C
5083047,-5,C
5083047,-4,C
5083047,-3,0
5083047,-2,C
5083047,-1,0
5083047,0,X
5249922,-15,0
5249922,-14,0
5249922,-13,X
5249922,-12,C
5249922,-11,C
5249922,-10,C
5249922,-9,0
5249922,-8,X
5249922,-7,C
5249922,-6,C
5249922,-5,X
5249922,-4,0
5249922,-3,0
5249922,-2,C
5249922,-1,C
5249922,0,C
5762883,-19,0
5762883,-18,X
5762883,-17,0
5762883,-16,C
5762883,-15,1
5762883,-14,X
5762883,-13,C
5762883,-12,C
5762883,-11,0
5762883,-10,0
5762883,-9,C
5762883,-8,C
5762883,-7,C
5762883,-6,0
5762883,-5,C
5762883,-4,X
5762883,-3,0
5762883,-2,C
5762883,-1,0
5762883,0,C
5456902,-19,0
5456902,-18,0
5456902,-17,C
5456902,-16,C
5456902,-15,0
5456902,-14,X
5456902,-13,C
5456902,-12,0
5456902,-11,C
5456902,-10,0
5456902,-9,X
5456902,-8,0
5456902,-7,C
5456902,-6,X
5456902,-5,2
5456902,-4,C
5456902,-3,C
5456902,-2,2
5456902,-1,1
5456902,0,0
5257528,-39,C
5257528,-38,C
5257528,-37,C
5257528,-36,X
5257528,-35,C
5257528,-34,0
5257528,-33,C
5257528,-32,C
5257528,-31,C
5257528,-30,X
5257528,-29,0
5257528,-28,X
5257528,-27,C
5257528,-26,X
5257528,-25,C
5257528,-24,C
5257528,-23,C
5257528,-22,C
5257528,-21,C
5257528,-20,C
5257528,-19,C
5257528,-18,C
5257528,-17,C
5257528,-16,C
5257528,-15,C
5257528,-14,0
5257528,-13,C
5257528,-12,C
5257528,-11,X
5257528,-10,X
5257528,-9,C
5257528,-8,X
5257528,-7,X
5257528,-6,X
5257528,-5,1
5257528,-4,X
5257528,-3,C
5257528,-2,X
5257528,-1,0
5257528,0,C
5100488,-45,C
5100488,-44,X
5100488,-43,C
5100488,-42,X
5100488,-41,C
5100488,-40,C
5100488,-39,C
5100488,-38,C
5100488,-37,0
5100488,-36,C
5100488,-35,X
5100488,-34,C
5100488,-33,X
5100488,-32,C
5100488,-31,C
5100488,-30,X
5100488,-29,0
5100488,-28,X
5100488,-27,X
5100488,-26,X
5100488,-25,C
5100488,-24,X
5100488,-23,C
5100488,-22,C
5100488,-21,0
5100488,-20,C
5100488,-19,C
5100488,-18,1
5100488,-17,C
5100488,-16,C
5100488,-15,X
5100488,-14,C
5100488,-13,X
5100488,-12,C
5100488,-11,C
5100488,-10,0
5100488,-9,C
5100488,-8,X
5100488,-7,C
5100488,-6,C
5100488,-5,X
5100488,-4,X
5100488,-3,C
5100488,-2,X
5100488,-1,0
5100488,0,X
5184040,-39,C
5184040,-38,C
5184040,-37,C
5184040,-36,C
5184040,-35,C
5184040,-34,X
5184040,-33,C
5184040,-32,X
5184040,-31,X
5184040,-30,X
5184040,-29,C
5184040,-28,C
5184040,-27,C
5184040,-26,C
5184040,-25,0
5184040,-24,C
5184040,-23,C
5184040,-22,C
5184040,-21,C
5184040,-20,C
5184040,-19,0
5184040,-18,C
5184040,-17,0
5184040,-16,C
5184040,-15,X
5184040,-14,0
5184040,-13,C
5184040,-12,C
5184040,-11,0
5184040,-10,C
5184040,-9,X
5184040,-8,X
5184040,-7,C
5184040,-6,C
5184040,-5,C
5184040,-4,C
5184040,-3,C
5184040,-2,C
5184040,-1,C
5184040,0,C
5041377,-16,X
5041377,-15,0
5041377,-14,C
5041377,-13,C
5041377,-12,C
5041377,-11,C
5041377,-10,C
5041377,-9,C
5041377,-8,X
5041377,-7,C
5041377,-6,X
5041377,-5,X
5041377,-4,C
5041377,-3,C
5041377,-2,C
5041377,-1,C
5041377,0,X
5310042,-21,0
5310042,-20,0
5310042,-19,X
5310042,-18,X
5310042,-17,C
5310042,-16,C
5310042,-15,C
5310042,-14,C
5310042,-13,C
5310042,-12,C
5310042,-11,0
5310042,-10,0
5310042,-9,0
5310042,-8,0
5310042,-7,C
5310042,-6,C
5310042,-5,0
5310042,-4,0
5310042,-3,0
5310042,-2,0
5310042,-1,0
5310042,0,C
5890814,-11,X
5890814,-10,0
5890814,-9,C
5890814,-8,1
5890814,-7,0
5890814,-6,X
5890814,-5,C
5890814,-4,C
5890814,-3,X
5890814,-2,C
5890814,-1,0
5890814,0,X
5283767,-27,C
5283767,-26,X
5283767,-25,C
5283767,-24,X
5283767,-23,C
5283767,-22,C
5283767,-21,0
5283767,-20,C
5283767,-19,C
5283767,-18,X
5283767,-17,X
5283767,-16,0
5283767,-15,C
5283767,-14,X
5283767,-13,C
5283767,-12,X
5283767,-11,C
5283767,-10,C
5283767,-9,0
5283767,-8,0
5283767,-7,0
5283767,-6,C
5283767,-5,C
5283767,-4,C
5283767,-3,X
5283767,-2,C
5283767,-1,C
5283767,0,C
5941993,-50,C
5941993,-49,C
5941993,-48,C
5941993,-47,C
5941993,-46,C
5941993,-45,C
5941993,-44,C
5941993,-43,C
5941993,-42,C
5941993,-41,C
5941993,-40,C
5941993,-39,0
5941993,-38,X
5941993,-37,X
5941993,-36,C
5941993,-35,X
5941993,-34,0
5941993,-33,C
5941993,-32,X
5941993,-31,C
5941993,-30,C
5941993,-29,0
5941993,-28,C
5941993,-27,C
5941993,-26,0
5941993,-25,C
5941993,-24,0
5941993,-23,C
5941993,-22,C
5941993,-21,X
5941993,-20,C
5941993,-19,C
5941993,-18,X
5941993,-17,X
5941993,-16,0
5941993,-15,C
5941993,-14,0
5941993,-13,C
5941993,-12,C
5941993,-11,C
5941993,-10,C
5941993,-9,X
5941993,-8,X
5941993,-7,X
5941993,-6,0
5941993,-5,C
5941993,-4,0
5941993,-3,C
5941993,-2,X
5941993,-1,C
5941993,0,X
5777194,-46,X
5777194,-45,C
5777194,-44,C
5777194,-43,C
5777194,-42,C
5777194,-41,X
5777194,-40,C
5777194,-39,0
5777194,-38,C
5777194,-37,X
5777194,-36,0
5777194,-35,C
5777194,-34,C
5777194,-33,C
5777194,-32,X
5777194,-31,X
5777194,-30,C
5777194,-29,C
5777194,-28,C
5777194,-27,C
5777194,-26,X
5777194,-25,C
5777194,-24,C
5777194,-23,C
5777194,-22,C
5777194,-21,C
5777194,-20,C
5777194,-19,C
5777194,-18,C
5777194,-17,X
5777194,-16,X
5777194,-15,X
5777194,-14,C
5777194,-13,C
5777194,-12,0
5777194,-11,C
5777194,-10,C
5777194,-9,C
5777194,-8,C
5777194,-7,C
5777194,-6,X
5777194,-5,C
5777194,-4,X
5777194,-3,X
5777194,-2,0
5777194,-1,C
5777194,0,X
5508510,-14,C
5508510,-13,0
5508510,-12,0
5508510,-11,C
5508510,-10,C
5508510,-9,X
5508510,-8,X
5508510,-7,0
5508510,-6,C
5508510,-5,C
5508510,-4,C
5508510,-3,C
5508510,-2,X
5508510,-1,0
5508510,0,X
5233567,-53,C
5233567,-52,0
5233567,-51,C
5233567,-50,C
5233567,-49,X
5233567,-48,C
5233567,-47,C
5233567,-46,0
5233567,-45,C
5233567,-44,1
5233567,-43,0
5233567,-42,X
5233567,-41,C
5233567,-40,C
5233567,-39,0
5233567,-38,X
5233567,-37,0
5233567,-36,C
5233567,-35,C
5233567,-34,C
5233567,-33,1
5233567,-32,X
5233567,-31,C
5233567,-30,C
5233567,-29,X
5233567,-28,C
5233567,-27,0
5233567,-26,0
5233567,-25,X
5233567,-24,X
5233567,-23,X
5233567,-22,X
5233567,-21,1
5233567,-20,1
5233567,-19,C
5233567,-18,X
5233567,-17,C
5233567,-16,X
5233567,-15,0
5233567,-14,C
5233567,-13,2
5233567,-12,0
5233567,-11,C
5233567,-10,C
5233567,-9,0
5233567,-8,0
5233567,-7,C
5233567,-6,C
5233567,-5,C
5233567,-4,0
5233567,-3,C
5233567,-2,X
5233567,-1,0
5233567,0,0
5319644,-48,X
5319644,-47,C
5319644,-46,C
5319644,-45,0
5319644,-44,C
5319644,-43,C
5319644,-42,X
5319644,-41,X
5319644,-40,C
5319644,-39,0
5319644,-38,0
5319644,-37,X
5319644,-36,C
5319644,-35,C
5319644,-34,X
5319644,-33,C
5319644,-32,X
5319644,-31,C
5319644,-30,1
5319644,-29,C
5319644,-28,X
5319644,-27,1
5319644,-26,X
5319644,-25,C
5319644,-24,0
5319644,-23,C
5319644,-22,0
5319644,-21,C
5319644,-20,1
5319644,-19,C
5319644,-18,C
5319644,-17,C
5319644,-16,0
5319644,-15,X
5319644,-14,C
5319644,-13,C
5319644,-12,X
5319644,-11,0
5319644,-10,0
5319644,-9,0
5319644,-8,1
5319644,-7,X
5319644,-6,0
5319644,-5,1
5319644,-4,0
5319644,-3,1
5319644,-2,X
5319644,-1,C
5319644,0,X
5082893,-21,0
5082893,-20,0
5082893,-19,1
5082893,-18,C
5082893,-17,0
5082893,-16,0
5082893,-15,0
5082893,-14,0
5082893,-13,0
5082893,-12,C
5082893,-11,C
5082893,-10,0
5082893,-9,0
5082893,-8,X
5082893,-7,0
5082893,-6,0
5082893,-5,X
5082893,-4,0
5082893,-3,C
5082893,-2,X
5082893,-1,0
5082893,0,0
5999592,-11,X
5999592,-10,0
5999592,-9,C
5999592,-8,X
5999592,-7,0
5999592,-6,C
5999592,-5,C
5999592,-4,C
5999592,-3,C
5999592,-2,C
5999592,-1,C
5999592,0,C
5693140,-40,0
5693140,-39,0
5693140,-38,C
5693140,-37,C
5693140,-36,C
5693140,-35,C
5693140,-34,C
5693140,-33,0
5693140,-32,X
5693140,-31,C
5693140,-30,X
5693140,-29,X
5693140,-28,X
5693140,-27,C
5693140,-26,0
5693140,-25,0
5693140,-24,X
5693140,-23,C
5693140,-22,C
5693140,-21,0
5693140,-20,C
5693140,-19,C
5693140,-18,C
5693140,-17,X
5693140,-16,C
5693140,-15,C
5693140,-14,C
5693140,-13,0
5693140,-12,C
5693140,-11,C
5693140,-10,C
5693140,-9,X
5693140,-8,C
5693140,-7,0
5693140,-6,0
5693140,-5,C
5693140,-4,0
5693140,-3,C
5693140,-2,X
5693140,-1,C
5693140,0,C
5526747,-39,1
5526747,-38,0
5526747,-37,C
5526747,-36,0
5526747,-35,0
5526747,-34,0
5526747,-33,C
5526747,-32,C
5526747,-31,X
5526747,-30,0
5526747,-29,C
5526747,-28,0
5526747,-27,X
5526747,-26,1
5526747,-25,C
5526747,-24,C
5526747,-23,0
5526747,-22,C
5526747,-21,C
5526747,-20,C
5526747,-19,0
5526747,-18,1
5526747,-17,0
5526747,-16,C
5526747,-15,C
5526747,-14,X
5526747,-13,0
5526747,-12,C
5526747,-11,C
5526747,-10,C
5526747,-9,X
5526747,-8,C
5526747,-7,C
5526747,-6,0
5526747,-5,0
5526747,-4,0
5526747,-3,C
5526747,-2,0
5526747,-1,X
5526747,0,C
5748707,-22,X
5748707,-21,0
5748707,-20,X
5748707,-19,0
5748707,-18,C
5748707,-17,C
5748707,-16,C
5748707,-15,0
5748707,-14,C
5748707,-13,C
5748707,-12,0
5748707,-11,X
5748707,-10,C
5748707,-9,X
